,Paper Title,Author,Affiliation,Conference,Year,Link to Paper,Link for Code,Available,ReadMe,RepoGoal,TrainedModel,Out-of-box,Runs,Output,Data_Available,Train/test,Reason,Model Used,Hyperparameters,Training Described
428,PowerSpy: Location Tracking Using Mobile Device Power Analysis,"Yan Michalevsky, Aaron Schulman, Gunaa Arumugam Veerapian, Dan Bonehy; Gabi Nakibly",0.0,Usenix,2015,https://www.usenix.org/system/files/conference/usenixsecurity15/sec15-paper-michalevsky.pdf,https://bitbucket.org/ymcrcat/powerspy/src/master/,1,1,0,0,0,0,0,0.0,-1.0,0.0,Dynamic Time Warping,2.0,2.0
429,Predicting Users Motivations behind Location Check-Ins and Utility Implications of Privacy Protection Mechanisms,"Igor Bilogrevic, Kévin Huguenin, Stefan Mihaila, Reza Shokri, Jean-Pierre Hubaux",0.0,NDSS,2015,https://www.ndss-symposium.org/wp-content/uploads/2017/09/NDSS2015_PredictingUsers-Motivations_07_1.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Not specified,0.0,0.0
430,Sunlight: Fine-grained Targeting Detection at Scale with Statistical Confidence,"Mathias Lécuyer, Riley Spahn, Yannis Spiliopolous, Augustin Chaintreau, Roxana Geambasu, Daniel J. Hsu",0.0,CCS,2015,https://doi.org/10.1145/2810103.2813614,https://systems.cs.columbia.edu/sunlight/,1,2,2,0,0,0,0,7.0,1.0,-1.0,Unspecified Classification and Regression Methods,0.0,2.0
431,Towards Making Systems Forget with Machine Unlearning,"Yinzhi Cao, Junfeng Yang",0.0,S&P,2015,https://doi.org/10.1109/SP.2015.35,https://github.com/theLauA/MachineUnlearningPy,5,1,0,0,0,0,0,4.0,1.0,-1.0,Adaptive SQ Learning,2.0,2.0
432,Automated Synthesis of Semantic Malware Signatures using Maximum Satisfiability,"Yu Feng, Osbert Bastani, Ruben Martins, Isil Dillig, Saswat Anand",1.0,NDSS,2017,https://www.ndss-symposium.org/ndss2017/ndss-2017-programme/automated-synthesis-semantic-malware-signatures-using-maximum-satisfiability/,https://utopia-group.github.io/astroid/,7,-1,-1,-1,-1,-1,-1,5.0,0.0,-1.0,Approximate signature matching,1.0,1.0
433,Deep Models Under the GAN: Information Leakage from Collaborative Deep Learning,"Briland Hitaj, Giuseppe Ateniese, Fernando Pérez-Cruz",0.0,CCS,2017,https://doi.org/10.1145/3133956.3134012,,0,-1,-1,-1,-1,-1,-1,4.0,4.0,-1.0,Convolutional Neural Network,2.0,2.0
434,DolphinAttack: Inaudible Voice Commands,"Guoming Zhang, Chen Yan, Xiaoyu Ji, Tianchen Zhang, Taimin Zhang, Wenyuan Xu",0.0,CCS,2017,https://doi.org/10.1145/3133956.3134052,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Support Vector Machine,0.0,0.0
435,Evading Classifiers by Morphing in the Dark,"Hung Dang, Yue Huang, Ee-Chien Chang",0.0,CCS,2017,https://doi.org/10.1145/3133956.3133978,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,Not applicable,-1.0,-1.0
436,FBS-Radar: Uncovering Fake Base Stations at Scale in the Wild,"Zhenhua Li, Weiwei Wang, Christo Wilson, Jian Chen, Chen Qian, Taeho Jung, Lan Zhang, Kebin Liu, Xiangyang Li, Yunhao Liu",1.0,NDSS,2017,https://www.ndss-symposium.org/ndss2017/ndss-2017-programme/fbs-radar-uncovering-fake-base-stations-scale-wild/,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Support Vector Machine,0.0,2.0
437,Inferring Fine-grained Control Flow Inside SGX Enclaves with Branch Shadowing,Sangho Lee Ming-Wei Shih Prasun Gera Taesoo Kim and Hyesoon Kim; Marcus Peinado,1.0,Usenix,2017,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-lee-sangho.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Support Vector Machine,2.0,0.0
438,KEH-Gait: Towards a Mobile Healthcare User Authentication System by Kinetic Energy Harvesting,"Weitao Xu, Guohao Lan, Qi Lin, Sara Khalifa, Neil Bergmann, Mahbub Hassan, Wen Hu",1.0,NDSS,2017,https://www.ndss-symposium.org/ndss2017/ndss-2017-programme/keh-gait-towards-mobile-healthcare-user-authentication-system-kinetic-energy-harvesting/,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,Multi-Step Sparse Representation Classification,2.0,1.0
439,Oblivious Neural Network Predictions via MiniONN Transformations,"Jian Liu, Mika Juuti, Yao Lu, N. Asokan",0.0,CCS,2017,https://doi.org/10.1145/3133956.3134056,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,Neural Networks,2.0,2.0
440,POISED: Spotting Twitter Spam Off the Beaten Paths,"Shirin Nilizadeh, Francois Labreche, Alireza Sedighian, Ali Zand, José M. Fernandez, Christopher Kruegel, Gianluca Stringhini, Giovanni Vigna",0.0,CCS,2017,https://doi.org/10.1145/3133956.3134055,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,2.0,"Naives Bayes, SVM, RF",1.0,1.0
441,Practical Attacks Against Graph-based Clustering,"Yizheng Chen, Yacin Nadji, Athanasios Kountouras, Fabian Monrose, Roberto Perdisci, Manos Antonakakis, Nikolaos Vasiloglou",1.0,CCS,2017,https://doi.org/10.1145/3133956.3134083,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,2.0,RF,2.0,2.0
442,RiskTeller: Predicting the Risk of Cyber Incidents,"Leyla Bilge, Yufei Han, Matteo DellAmico",3.0,CCS,2017,https://doi.org/10.1145/3133956.3134022,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,2.0,"RFC, Novel SSL ",1.0,2.0
443,SmartAuth: User-Centered Authorization for the Internet of Things,Yuan Tian; Nan Zhang; Yueh-Hsun; Xiaofeng Wang; Blase Ur; Xianzheng Guo and Patrick Tague,1.0,Usenix,2017,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-tian.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,Word2Vec,0.0,0.0
444,Stack Overflow Considered Harmful? The Impact of Copy&amp;Paste on Android Application Security,"Felix Fischer, Konstantin Böttinger, Huang Xiao, Christian Stransky, Yasemin Acar, Michael Backes, Sascha Fahl",1.0,S&P,2017,https://doi.org/10.1109/SP.2017.31,https://www.aisec.fraunhofer.de/en/stackoverflow.html,0,-1,-1,-1,-1,-1,-1,1.0,0.0,-1.0,SVM,1.0,2.0
445,Strong and Efficient Cache Side-Channel Protection using Hardware Transactional Memory,"Daniel Gruss, Julian Lettner, Felix Schuster Olya Ohrimenko Istvan Haller and Manuel Costa ",1.0,Usenix,2017,https://www.usenix.org/system/files/conference/usenixsecurity17/sec17-gruss.pdf,http://aka.ms/msr-cloak,8,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,Decision Tree,0.0,0.0
446,The Feasibility of Dynamically Granted Permissions: Aligning Mobile Privacy with User Preferences,"Primal Wijesekera, Arjun Baokar, Lynn Tsai, Joel Reardon, Serge Egelman, David A. Wagner, Konstantin Beznosov",0.0,S&P,2017,https://doi.org/10.1109/SP.2017.51,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,SVM,0.0,0.0
447,Under the Shadow of Sunshine: Understanding and Detecting Bulletproof Hosting on Legitimate Service Provider Networks,"Sumayah A. Alrwais, Xiaojing Liao, Xianghang Mi, Peng Wang, Xiaofeng Wang, Feng Qian, Raheem A. Beyah, Damon McCoy",0.0,S&P,2017,https://doi.org/10.1109/SP.2017.32,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"Cross-Validation, SVM, Random Forest",0.0,1.0
448,"Watch Me, but Dont Touch Me! Contactless Control Flow Monitoring via Electromagnetic Emanations","Yi Han, Sriharsha Etigowni, Hua Liu, Saman A. Zonouz, Athina P. Petropulu",0.0,CCS,2017,https://doi.org/10.1145/3133956.3134081,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"DNN, LSTM",,
449,Is your explanation stable?: A Robustness Evaluation Framework for Feature Attribution,"Yuyou Gan, Yuhao Mao, Xuhong Zhang, Shouling Ji, Yuwen Pu, Meng Han, Jianwei Yin, Ting Wang",0.0,CCS,2022,https://doi.org/10.1145/3548606.3559392,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,"Image Classification, RNN",2.0,2.0
450,A Lightweight IoT Cryptojacking Detection Mechanism in Heterogeneous Smart Home Networks,"Ege Tekiner, Abbas Acar, A. Selcuk Uluagac",0.0,NDSS,2022,https://www.ndss-symposium.org/ndss-paper/auto-draft-196/,https://github.com/cslfiu/IoTCryptojacking,1,2,1,1,1,1,0,7.0,0.0,-1.0,"Logreg,KNN,SVM,RF",2.0,0.0
451,Are Attribute Inference Attacks Just Imputation,"Bargav Jayaraman, David Evans",0.0,CCS,2022,https://doi.org/10.1145/3548606.3560663,https://github.com/bargavj/EvaluatingDPML,1,2,0,0,0,3,0,1.0,0.0,-1.0,Decision Tree,1.0,1.0
452,Are We There Yet? Timing and Floating-Point Attacks on Differential Privacy Systems,"Jiankai Jin, Eleanor McMurtry, Benjamin I. P. Rubinstein, Olga Ohrimenko",0.0,S&P,2022,https://doi.org/10.1109/SP46214.2022.9833672,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,"Gaussian, Federated Learning",0.0,0.0
453,ATTEQ-NN: Attention-based QoE-aware Evasive Backdoor Attacks,"Xueluan Gong, Yanjiao Chen, Jianshuo Dong, Qian Wang",0.0,NDSS,2022,https://www.ndss-symposium.org/ndss-paper/auto-draft-238/,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,DNN,0.0,0.0
454,Auditing Membership Leakages of Multi-Exit Networks,"Zheng Li, Yiyong Liu, Xinlei He, Ning Yu, Michael Backes, Yang Zhang",1.0,CCS,2022,https://doi.org/10.1145/3548606.3559359,https://github.com/zhenglisec/Multi-Exit-Privacy,8,0,0,0,0,0,0,0.0,0.0,0.0,MLP,2.0,2.0
455,BadEncoder: Backdoor Attacks to Pre-trained Encoders in Self-Supervised Learning,"Jinyuan Jia, Yupei Liu, Neil Zhenqiang Gong",0.0,S&P,2022,https://doi.org/10.1109/SP46214.2022.9833644,https://github.com/jinyuan-jia/BadEncoder,1,2,0,0,0,0,0,1.0,1.0,-1.0,"Image Encoder, Neural Network, MLP",0.0,0.0
456,Binoculars: Contention-Based Side-Channel Attacks Exploiting the Page Walker,"Zirui Neil Zhao, Adam Morrison, Christopher W. Fletcher and Josep Torrellas",0.0,Usenix,2022,https://www.usenix.org/system/files/sec22-zhao-zirui.pdf,https://github.com/zzrcxb/binoculars,1,2,1,0,0,1,1,7.0,0.0,-1.0,random forest classifier,1.0,2.0
457,CERBERUS: Exploring Federated Prediction of Security Events,"Mohammad Naseri, Yufei Han, Enrico Mariconti, Yun Shen, Gianluca Stringhini, Emiliano De Cristofaro",1.0,CCS,2022,https://doi.org/10.1145/3548606.3560580,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,RNN,0.0,1.0
458,Clues in Tweets: Twitter-Guided Discovery and Analysis of SMS Spam,"Siyuan Tang, Xianghang Mi, Ying Li, XiaoFeng Wang, Kai Chen",0.0,CCS,2022,https://doi.org/10.1145/3548606.3559351,https://sites.google.com/view/twitterspamsms,1,2,1,1,0,1,1,1.0,0.0,-1.0,NN,2.0,2.0
459,DEEPCASE: Semi-Supervised Contextual Analysis of Security Events,"Thijs van Ede, Hojjat Aghakhani, Noah Spahn, Riccardo Bortolameotti, Marco Cova, Andrea Continella, Maarten van Steen, Andreas Peter, Christopher Kruegel, Giovanni Vigna",1.0,S&P,2022,https://doi.org/10.1109/SP46214.2022.9833671,https://github.com/Thijsvanede/DeepCASE/,1,2,2,0,1,1,1,3.0,0.0,-1.0,"NN, NLP",2.0,2.0
460,DeepCoFFEA: Improved Flow Correlation Attacks on Tor via Metric Learning and Amplification,"Se Eun Oh, Taiji Yang, Nate Mathews, James K. Holland, Mohammad Saidur Rahman, Nicholas Hopper, Matthew Wright",0.0,S&P,2022,https://doi.org/10.1109/SP46214.2022.9833801,https://github.com/traffic-analysis/deepcoffea,1,2,0,0,1,1,1,1.0,0.0,-1.0,"kNN, cosine similarity, CNN",1.0,0.0
461,DeepSteal: Advanced Model Extractions Leveraging Efficient Weight Stealing in Memories,"Adnan Siraj Rakin, Md Hafizul Islam Chowdhuryy, Fan Yao, Deliang Fan",0.0,S&P,2022,https://doi.org/10.1109/SP46214.2022.9833743,https://github.com/ASU-ESIC-FAN-Lab/DeepStealSP2022,1,1,1,0,1,1,1,4.0,0.0,-1.0,DNN,0.0,0.0
462,Device Fingerprinting with Peripheral Timestamps,John V. Monaco,0.0,S&P,2022,https://doi.org/10.1109/SP46214.2022.9833612,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,CNN,0.0,1.0
463,DPIS: An Enhanced Mechanism for Differentially Private SGD with Importance Sampling,"Jianxin Wei, Ergute Bao, Xiaokui Xiao, Yin Yang",0.0,CCS,2022,https://doi.org/10.1145/3548606.3560562,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,DNN,1.0,0.0
464,DRAWN APART: A Device Identification Technique based on Remote GPU Fingerprinting,"Tomer Laor, Naif Mehanna, Antonin Durey, Vitaly Dyadyuk, Pierre Laperdrix, Clémentine Maurice, Yossi Oren, Romain Rouvoy, Walter Rudametkin, Yuval Yarom",0.0,NDSS,2022,https://www.ndss-symposium.org/ndss-paper/auto-draft-242/,https://github.com/drawnapart/drawnapart,1,1,1,0,1,1,1,1.0,0.0,-1.0,kNN,0.0,0.0
465,EchoHand: High Accuracy and Presentation Attack Resistant Hand Authentication on Commodity Mobile Devices,"Cong Wu, Jing Chen, Kun He, Ziming Zhao, Ruiying Du, Chen Zhang",0.0,CCS,2022,https://doi.org/10.1145/3548606.3560553,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"kNN, OCSVM",0.0,1.0
466,Finding MNEMON: Reviving Memories of Node Embeddings,"Yun Shen, Yufei Han, Zhikun Zhang, Min Chen, Ting Yu, Michael Backes, Yang Zhang, Gianluca Stringhini",1.0,CCS,2022,https://doi.org/10.1145/3548606.3559358,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,GNN,1.0,1.0
467,Freely Given Consent?: Studying Consent Notice of Third-Party Tracking and Its Violations of GDPR in Android Apps,"Trung Tin Nguyen, Michael Backes, Ben Stock",0.0,CCS,2022,https://doi.org/10.1145/3548606.3560564,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0
468,Goshawk: Hunting Memory Corruptions via Structure-Aware and Object-Centric Memory Operation Synopsis,"Yunlong Lyu, Yi Fang, Yiwei Zhang, Qibin Sun, Siqi Ma, Elisa Bertino, Kangjie Lu, Juanru Li",0.0,S&P,2022,https://doi.org/10.1109/SP46214.2022.9833613,https://goshawk.code-analysis.org/,1,2,2,0,0,1,1,1.0,0.0,-1.0,NLP,2.0,2.0
469,Hark: A Deep Learning System for Navigating Privacy Feedback at Scale,"Hamza Harkous, Sai Teja Peddinti, Rishabh Khandelwal, Animesh Srivastava, Nina Taft",2.0,S&P,2022,https://doi.org/10.1109/SP46214.2022.9833729,https://github.com/google/hark,1,0,0,0,0,0,0,0.0,0.0,0.0,NLP,2.0,2.0
470,Harnessing Perceptual Adversarial Patches for Crowd Counting,"Shunchang Liu, Jiakai Wang, Aishan Liu, Yingwei Li, Yijie Gao, Xianglong Liu, Dacheng Tao",1.0,CCS,2022,https://doi.org/10.1145/3548606.3560566,https://github.com/shunchang-liu/PAP-Pytorch,1,1,0,1,0,1,1,0.0,-1.0,0.0,"CNN, ResNet, CAN, BL, DM-Count, SASNet",1.0,2.0
471,Hazard Integrated: Understanding Security Risks in App Extensions to Team Chat Systems,"Mingming Zha, Jice Wang, Yuhong Nan, Xiaofeng Wang, Yuqing Zhang, Zelin Yang",1.0,NDSS,2022,https://www.ndss-symposium.org/ndss-paper/auto-draft-262/,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0
472,HeatDeCam: Detecting Hidden Spy Cameras via Thermal Emissions,"Zhiyuan Yu, Zhuohang Li, Yuanhaur Chang, Skylar Fong, Jian Liu, Ning Zhang",0.0,CCS,2022,https://doi.org/10.1145/3548606.3560669,https://heatdecam.github.io/,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,,0.0,0.0
473,Hiding My Real Self! Protecting Intellectual Property in Additive Manufacturing Systems Against Optical Side-Channel Attacks,"Sizhuang Liang, Saman A. Zonouz, Raheem Beyah",0.0,NDSS,2022,https://www.ndss-symposium.org/ndss-paper/auto-draft-216/,,0,-1,-1,-1,-1,-1,-1,5.0,0.0,-1.0,,0.0,1.0
474,Mitigating Membership Inference Attacks by Self-Distillation Through a Novel Ensemble Architecture,"Xinyu Tang Saeed Mahloujifar and Liwei Song, Virat Shejwalkar Milad Nasr and Amir Houmansadr, Prateek Mittal",0.0,Usenix,2022,https://www.usenix.org/system/files/sec22-tang.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,,0.0,1.0
475,On the Privacy Risks of Cell-Based NAS Architectures,"Hai Huang, Zhikun Zhang, Yun Shen, Michael Backes, Qi Li, Yang Zhang",1.0,CCS,2022,https://doi.org/10.1145/3548606.3560619,https://github.com/MiracleHH/nas_privacy,1,2,0,0,0,0,0,4.0,0.0,-1.0,,0.0,1.0
476,On the Success Rate of Side-Channel Attacks on Masked Implementations: Information-Theoretical Bounds and Their Practical Usage,"Akira Ito, Rei Ueno, Naofumi Homma",1.0,CCS,2022,https://doi.org/10.1145/3548606.3560579,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,MLP,1.0,1.0
477,PCR-Auth: Solving Authentication Puzzle Challenge with Encoded Palm Contact Response,"Long Huang, Chen Wang",0.0,S&P,2022,https://doi.org/10.1109/SP46214.2022.9833564,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,CNN,2.0,2.0
478,PentaGOD: Stepping beyond Traditional GOD with Five Parties,"Nishat Koti, Varsha Bhat Kukkala, Arpita Patra, Bhavish Raj Gopal",0.0,CCS,2022,https://doi.org/10.1145/3548606.3559369,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,"LeNet, VGG16",2.0,0.0
479,Perception-Aware Attack: Creating Adversarial Music via Reverse-Engineering Human Perception,"Rui Duan, Zhe Qu, Shangqing Zhao, Leah Ding, Yao Liu, Zhuo Lu",0.0,CCS,2022,https://doi.org/10.1145/3548606.3559350,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"Linear, SVR, RF, Logisitc, Bayesian",0.0,0.0
480,Phishing URL Detection: A Network-based Approach Robust to Evasion,"Taeri Kim, Noseong Park, Jiwon Hong, Sang-Wook Kim",0.0,CCS,2022,https://doi.org/10.1145/3548606.3560615,https://github.com/taerikkk/BPE,1,1,1,0,0,0,0,3.0,0.0,-1.0,"GCN, NLP",1.0,1.0
481,Physical Hijacking Attacks against Object Trackers,"Raymond Muller, Yanmao Man, Z. Berkay Celik, Ming Li, Ryan M. Gerdes",0.0,CCS,2022,https://doi.org/10.1145/3548606.3559390,https://github.com/purseclab/AttrackZone,1,0,1,0,1,3,0,0.0,0.0,0.0,"CNN, Siamese Networks",0.0,0.0
482,"Privacy in Urban Sensing with Instrumented Fleets, Using Air Pollution Monitoring As A Usecase","Ismi Abidi, Ishan Nangia, Paarijaat Aditya, Rijurekha Sen",1.0,NDSS,2022,https://www.ndss-symposium.org/ndss-paper/auto-draft-233/,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"GPR, ANN, GraphSAGE",1.0,2.0
483,Reconstructing Training Data with Informed Adversaries,"Borja Balle, Giovanni Cherubin, Jamie Hayes",3.0,S&P,2022,https://doi.org/10.1109/SP46214.2022.9833677,https://github.com/deepmind/informed_adversary_mnist_reconstruction,1,0,1,0,0,1,1,4.0,0.0,-1.0,PCA,0.0,1.0
484,SHADEWATCHER: Recommendation-guided Cyber Threat Analysis using System Audit Records,"Jun Zeng, Xiang Wang, Jiahao Liu, Yinfang Chen, Zhenkai Liang, Tat-Seng Chua, Zheng Leong Chua",1.0,S&P,2022,https://doi.org/10.1109/SP46214.2022.9833669,https://github.com/jun-zeng/ShadeWatcher,1,2,2,0,0,0,0,1.0,0.0,-1.0,Graph Neural Network,2.0,2.0
485,SPECPATCH: Human-In-The-Loop Adversarial Audio Spectrogram Patch Attack on Speech Recognition,"Hanqing Guo, Yuanda Wang, Nikolay Ivanov, Li Xiao, Qiben Yan",0.0,CCS,2022,https://doi.org/10.1145/3548606.3560660,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,DeepSpeech2,2.0,1.0
486,Sphinx: Enabling Privacy-Preserving Online Learning over the Cloud,"Han Tian, Chaoliang Zeng, Zhenghang Ren, Di Chai, Junxue Zhang, Kai Chen, Qiang Yang",1.0,S&P,2022,https://doi.org/10.1109/SP46214.2022.9833648,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,CNN,2.0,2.0
487,SSLGuard: A Watermarking Scheme for Self-supervised Learning Pre-trained Encoders,"Tianshuo Cong, Xinlei He, Yang Zhang",0.0,CCS,2022,https://doi.org/10.1145/3548606.3559355,https://github.com/tianshuocong/SSLGuard,1,1,2,0,1,3,0,4.0,1.0,-1.0,MLP,2.0,2.0
488,StolenEncoder: Stealing Pre-trained Encoders in Self-supervised Learning,"Yupei Liu, Jinyuan Jia, Hongbin Liu, Neil Zhenqiang Gong",0.0,CCS,2022,https://doi.org/10.1145/3548606.3560586,,0,-1,-1,-1,-1,-1,-1,4.0,0.0,-1.0,ResNet,2.0,2.0
489,SymLM: Predicting Function Names in Stripped Binaries via Context-Sensitive Execution-Aware Code Embeddings,"Xin Jin, Kexin Pei, Jun Yeon Won, Zhiqiang Lin",0.0,CCS,2022,https://doi.org/10.1145/3548606.3560612,https://github.com/OSUSecLab/SymLM,1,2,0,0,1,3,0,1.0,0.0,-1.0,BERT,2.0,2.0
490,Targeted Deanonymization via the Cache Side Channel: Attacks and Defenses,Mojtaba Zaheri Yossi Oren and Reza Curtmola,0.0,Usenix,2022,https://www.usenix.org/system/files/sec22-zaheri.pdf,https://github.com/leakuidatorplusteam/artifacts,1,2,1,0,0,0,0,1.0,0.0,,LSTM,2.0,1.0
491,"The Closer You Look, The More You Learn: A Grey-box Approach to Protocol State Machine Learning","Chris McMahon Stone, Sam L. Thomas, Mathy Vanhoef, James Henderson, Nicolas Bailluet, Tom Chothia",1.0,CCS,2022,https://doi.org/10.1145/3548606.3559365,https://github.com/ChrisMcMStone/state-inspector,1,2,1,0,0,0,0,1.0,0.0,-1.0,State ML,0.0,0.0
492,The Droid is in the Details: Environment-aware Evasion of Android Sandboxes,"Brian Kondracki, Babak Amin Azad, Najmeh Miramirkhani, Nick Nikiforakis",0.0,NDSS,2022,https://www.ndss-symposium.org/ndss-paper/auto-draft-189/,https://droid-in-the-details.github.io/,7,-1,-1,-1,-1,-1,-1,2.0,0.0,0.0,Gradient Boost Decision Tree,1.0,0.0
493,Time-Print: Authenticating USB Flash Drives with Novel Timing Fingerprints,"Patrick Cronin, Xing Gao, Haining Wang, Chase Cotton",0.0,S&P,2022,https://doi.org/10.1109/SP46214.2022.9833595,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,K-Means,1.0,2.0
494,Transcending TRANSCEND: Revisiting Malware Classification in the Presence of Concept Drift,"Federico Barbero, Feargus Pendlebury, Fabio Pierazzi, Lorenzo Cavallaro",0.0,S&P,2022,https://doi.org/10.1109/SP46214.2022.9833659,https://s2lab.cs.ucl.ac.uk/projects/transcend/,7,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,"Classification, SVM, Nearest Neighbors, QDA, MLP",0.0,0.0
495,Characterizing and Detecting Non-Consensual Photo Sharing on Social Networks,"Tengfei Zheng, Tongqing Zhou, Qiang Liu, Kui Wu, Zhiping Cai",0.0,CCS,2022,https://dl.acm.org/doi/pdf/10.1145/3548606.3560571,https://drive.google.com/file/d/1y8U9jpsSn9blsSGCt-mnH6lb8cADQY4_/view?usp=sharing,0,-1,-1,-1,-1,-1,-1,1.0,0.0,-1.0,"MLP, DNN, SVM",0.0,0.0
496,Exposing the Rat in the Tunnel: Using Traffic Analysis for Tor-based Malware Detection,"Priyanka Dodia, Mashael AlSabah, Omar Alrawi, Tao Wang",0.0,CCS,2022,https://dl.acm.org/doi/pdf/10.1145/3548606.3560604,https://github.com/malfp/tormalwarefp,1,2,0,0,0,0,0,1.0,0.0,-1.0,"Supervised Classifier, FPR, Auto ML, Neural Networks, LightGBN, CatBoost, XGBoost, Random Forest, ExtraTrees, KNN, Logistic Regression, Tabular Neural Networks",0.0,2.0
497,SIRAJ: A Unified Framework for Aggregation of Malicious Entity Detectors,"Saravanan Thirumuruganathan, Mohamed Nabeel, Euijin Choo, Issa Khalil, Ting Yu",0.0,S&P,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9833725,https://github.com/qcri/SIRAJ,8,-1,-1,-1,-1,-1,-1,8.0,0.0,0.0,DNN,1.0,1.0
498,FakeGuard: Exploring Haptic Response to Mitigate the Vulnerability in Commercial Fingerprint Anti-Spoofing,"Aditya Singh Rathore, Yijie Shen, Chenhan Xu , Jacob Snyderman , Jinsong Han, Fan Zhang, Zhengxiong Li, Feng Lin, Wenyao Xu, Kui Ren",0.0,NDSS,2022,https://www.ndss-symposium.org/wp-content/uploads/2022-82-paper.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,-1.0,0.0,"CNN, LightGBM, LDA",0.0,1.0
499,"Fast, Lean, and Accurate: Modeling Password Guessability Using Neural Networks","William Melicher, Blase Ur, Sean M. Segreti, Saranga Komanduri, Lujo Bauer, Nicolas Christin, and Lorrie Faith Cranor",0.0,Usenix,2016,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_melicher.pdf,https://github.com/cupslab/neural_network_cracking,1,2,1,0,0,3,0,3.0,0.0,-1.0,Neural Networks,2.0,2.0
500,Virtual U: Defeating Face Liveness Detection by Building Virtual Models from Your Public Photos,"Yi Xu, True Price, Jan-Michael Frahm, and Fabian Monrose",0.0,Usenix,2016,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_xu.pdf,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,Facial Recognition,0.0,2.0
501,Hidden Voice Commands,"Nicholas Carlini and Pratyush Mishra, Yuankai Zhang, Micah Sherr, and Clay Shields, Wenchao Zhou",0.0,Usenix,2016,https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_carlini.pdf,,0,-1,-1,-1,-1,-1,-1,1.0,0.0,-1.0,"Voice Recognition, confusion matrix",0.0,1.0
